"","state_fips_code","county_fips_code","x5_digit_fips_code","state","county_name","year","county_crime","inactivity","median_house_income","pop","rural","rec_resource"
"37","1","69","01069","AL","Houston County",2016,442.1942038,0.305,40124,104193,0.3380405133,0.5347671522
"38","1","71","01071","AL","Jackson County",2016,273.54559623,0.32,36923,52665,0.7701730325,0.3656602852
"39","1","73","01073","AL","Jefferson County",2016,717.39617901,0.283,44852,660793,0.0983376515,0.776535159
"40","1","75","01075","AL","Lamar County",2016,49.735336957,0.331,34553,14086,1,0.2168360341
"41","1","77","01077","AL","Lauderdale County",2016,179.55830807,0.296,41324,93096,0.4929510619,0.6265734718
"42","1","79","01079","AL","Lawrence County",2016,194.21076259,0.349,41574,33477,0.9128978712,0.4887736975
"43","1","81","01081","AL","Lee County",2016,218.24356264,0.232,41256,154255,0.2740949896,0.6272433635
"44","1","83","01083","AL","Limestone County",2016,123.57255815,0.316,51175,90787,0.5760914208,0.5280737358
"45","1","85","01085","AL","Lowndes County",2016,554.47233731,0.308,30675,10580,1,0.0154880963
"46","1","87","01087","AL","Macon County",2016,625.44730373,0.311,28518,19425,0.5554726832,0.4785567779
"47","1","89","01089","AL","Madison County",2016,542.894619,0.246,58833,350299,0.1644151477,0.8221324867
"48","1","91","01091","AL","Marengo County",2016,402.99274292,0.347,32977,20110,0.6931564179,0.5462500594
"49","1","93","01093","AL","Marion County",2016,225.98014835,0.357,37707,30271,0.8885495191,0.4915843514
"50","1","95","01095","AL","Marshall County",2016,227.86064175,0.316,36536,94636,0.5326868704,0.6470506026
"51","1","97","01097","AL","Mobile County",2016,597.08341216,0.296,42943,415123,0.2002024252,0.6947374283
"52","1","99","01099","AL","Monroe County",2016,540.43172597,0.321,34733,21947,0.790445639,0.5344633258
"53","1","101","01101","AL","Montgomery County",2016,367.49740904,0.28,43054,226189,0.1049123006,0.758291442
"54","1","103","01103","AL","Morgan County",2016,232.78424401,0.305,45082,119607,0.3859737217,0.7123776048
"55","1","105","01105","AL","Perry County",2016,NA,0.326,27403,9826,1,0.7835898404
"56","1","107","01107","AL","Pickens County",2016,225.53236127,0.336,31933,20365,1,0.0127114352
"57","1","109","01109","AL","Pike County",2016,440.39069523,0.285,31844,33389,0.5167938235,0.602693091
"58","1","111","01111","AL","Randolph County",2016,307.52317566,0.306,36939,22539,0.8134246934,0.269235805
"59","1","113","01113","AL","Russell County",2016,457.74493121,0.311,35585,59608,0.354089939,0.7179632463
"60","1","115","01115","AL","St. Clair County",2016,183.49351035,0.286,50571,86697,0.7279676528,0.6813728422
"61","1","117","01117","AL","Shelby County",2016,176.94176574,0.236,69432,206655,0.2294487018,0.7348745419
"62","1","119","01119","AL","Sumter County",2016,437.39343169,0.312,25413,13166,1,0.1963961346
"63","1","121","01121","AL","Talladega County",2016,301.65607159,0.341,39999,81322,0.5581533825,0.6611901666
"64","1","123","01123","AL","Tallapoosa County",2016,423.05314198,0.322,36779,41165,0.7422625913,0.6557814302
"65","1","125","01125","AL","Tuscaloosa County",2016,432.29772274,0.282,46892,202212,0.2550807578,0.7571202532
"66","1","127","01127","AL","Walker County",2016,297.1213569,0.338,37245,65471,0.7408799964,0.4750309595
"67","1","129","01129","AL","Washington County",2016,290.53758949,0.333,41321,16834,1,0.1046584381
"68","1","131","01131","AL","Wilcox County",2016,215.53582205,0.323,24035,11098,1,0.2585261354
"69","1","133","01133","AL","Winston County",2016,217.65450069,0.306,35528,24150,0.8489217448,0.7649485378
"70","2","","02000","AK","Alaska",2016,614.85588105,0.2027099182,70898,736732,0.3398021207,0.6699440041
"71","2","13","02013","AK","Aleutians East Borou",2016,NA,0.29,55462,3360,1,0.3113658071
"72","2","16","02016","AK","Aleutians West Censu",2016,317.348378,0.239,68387,5750,1,NA
"73","2","20","02020","AK","Anchorage Borough",2016,823.15603588,0.182,75200,301010,0.0411717942,0.8858566406
"74","2","50","02050","AK","Bethel Census Area",2016,NA,0.267,45808,17868,0.7393757715,0.0665961324
"75","2","60","02060","AK","Bristol Bay Borough",2016,130.97576948,0.229,75364,957,1,0.0541624875
"76","2","68","02068","AK","Denali Borough",2016,NA,0.176,69692,1921,1,0.3504928806
"77","2","70","02070","AK","Dillingham Census Ar",2016,NA,0.255,51082,4988,1,0.5236228595
"78","2","90","02090","AK","Fairbanks North Star",2016,NA,0.197,67801,99357,0.3087076378,0.6487123518
"79","2","100","02100","AK","Haines Borough",2016,413.83876842,0.198,67260,2566,1,0.2296650718
"80","2","110","02110","AK","Juneau Borough",2016,425.49632526,0.163,80835,32406,0.2154436451,1
"81","2","122","02122","AK","Kenai Peninsula Boro",2016,NA,0.237,62532,57477,0.7933754513,0.5869855596
"82","2","130","02130","AK","Ketchikan Gateway Bo",2016,351.60881475,0.217,57776,13787,0.2318765304,0.8131631669
"83","2","150","02150","AK","Kodiak Island Boroug",2016,NA,0.199,67972,13986,0.3131989406,0.9861683343
"84","2","164","02164","AK","Lake and Peninsula B",2016,NA,0.233,45570,1631,1,0.1698344574
"85","2","170","02170","AK","Matanuska-Susitna Bo",2016,NA,0.218,73981,97882,0.5029383673,0.3791448958
"86","2","180","02180","AK","Nome Census Area",2016,NA,0.269,47160,9817,0.6605562579,0.0593131058
"87","2","185","02185","AK","North Slope Borough",2016,813.43387795,0.253,75682,9703,0.5933191941,0.0597030753
"88","2","188","02188","AK","Northwest Arctic Bor",2016,NA,0.263,65192,7717,0.5746377775,0.0188754486
"89","2","201","02201","AK","Prince of Wales-Oute",2016,NA,0.29,43245,6396,1,0.0156502968
"90","2","220","02220","AK","Sitka Borough",2016,226.11016384,0.173,65765,8900,0.2087602747,0.8861614683
"91","2","232","02232","AK","Skagway-Hoonah-Angoo",2016,NA,0.2,57495.976267,3118,1,0.6327774214
"92","2","240","02240","AK","Southeast Fairbanks",2016,NA,0.209,59641,6931,1,0.1062740077
"93","2","261","02261","AK","Valdez-Cordova Censu",2016,343.60628007,0.231,73998,9488,1,0.6756953093
"94","2","270","02270","AK","Wade Hampton Census",2016,NA,0.276,30877,8010,1,NA
"95","2","280","02280","AK","Wrangell-Petersburg",2016,266.3858258,0.208,54748.907314,5524,1,0.9277166882
"96","2","282","02282","AK","Yakutat Borough",2016,NA,0.247,52595,635,1,1
